station_abbr;reference_timestamp;tre200s0;tre005s0;tresurs0;xchills0;ure200s0;tde200s0;pva200s0;prestas0;pp0qnhs0;pp0qffs0;ppz850s0;ppz700s0;fkl010z1;fve010z0;fkl010z0;dkl010z0;wcc006s0;fu3010z0;fkl010z3;fu3010z1;fu3010z3;rre150z0;htoauts0;gre000z0;ods000z0;oli000z0;olo000z0;osr000z0;sre000z0
SMA;25.04.2025 22:20;8.8;8.1;8.1;7.9;92.3;7.6;10.4;953;1018.5;1018.9;;;3.9;1.8;1.9;42;;6.8;3.7;14;13.3;0;0;0;;337;;;0
SMA;25.04.2025 22:30;8.6;8.2;8.2;7.3;94.3;7.7;10.5;953;1018.5;1018.9;;;3.8;2.2;2.3;47;;8.3;3.7;13.7;13.3;0;0;0;;338;;;0
SMA;25.04.2025 22:40;8.9;8.2;8.2;7.4;91.4;7.6;10.4;953;1018.5;1018.9;;;4.2;2.6;2.6;44;;9.4;4.1;15.1;14.8;0;0;0;;338;;;0
SMA;25.04.2025 22:50;9;8.3;8.3;7.6;91.3;7.7;10.5;953;1018.5;1018.8;;;4.5;2.4;2.5;42;;9;4.5;16.2;16.2;0;0;0;;338;;;0
SMA;25.04.2025 23:00;9;8.4;8.3;7.4;91.7;7.7;10.5;953;1018.5;1018.8;;;5.5;2.7;2.8;39;;10.1;5.3;19.8;19.1;0;0;0;;337;;;0
SMA;25.04.2025 23:10;9;8.3;8.3;7.6;91.9;7.8;10.5;953;1018.5;1018.8;;;4.9;2.5;2.6;44;;9.4;4.7;17.6;16.9;0;0;0;;335;;;0
SMA;25.04.2025 23:20;9;8.3;8.3;7.2;91.7;7.7;10.5;952.8;1018.2;1018.6;;;5.2;3.1;3.2;41;;11.5;5.1;18.7;18.4;0;0;0;;335;;;0
SMA;25.04.2025 23:30;9;8.4;8.3;7.2;91.5;7.7;10.5;952.8;1018.2;1018.6;;;5;3;3.1;41;;11.2;4.8;18;17.3;0;0;0;;336;;;0
SMA;25.04.2025 23:40;8.9;8.4;8.3;7.2;92.6;7.8;10.6;952.7;1018.1;1018.5;;;5.5;2.9;3;44;;10.8;5.2;19.8;18.7;0;0;0;;336;;;0
SMA;25.04.2025 23:50;8.9;8.4;8.3;7.3;91.7;7.6;10.5;952.6;1018;1018.4;;;4.7;2.7;2.8;42;;10.1;4.5;16.9;16.2;0;0;0;;336;;;0
SMA;26.04.2025 00:00;8.9;8.4;8.3;7.5;92.3;7.7;10.5;952.6;1018;1018.4;;;4.4;2.4;2.5;44;;9;4.2;15.8;15.1;0;0;0;;337;;;0
SMA;26.04.2025 00:10;8.9;8.4;8.3;7.3;92;7.7;10.5;952.6;1018;1018.4;;;5.1;2.7;2.8;38;;10.1;5;18.4;18;0;0;0;;336;;;0
SMA;26.04.2025 00:20;8.8;8.4;8.3;6.9;93;7.7;10.5;952.5;1017.9;1018.4;;;5.6;3.1;3.2;35;;11.5;5.5;20.2;19.8;0;0;0;;334;;;0
SMA;26.04.2025 00:30;8.8;8.4;8.2;7.1;93.3;7.8;10.6;952.4;1017.8;1018.2;;;5.5;2.7;2.9;44;;10.4;5.3;19.8;19.1;0;0;0;;334;;;0
SMA;26.04.2025 00:40;8.7;8.3;8.2;7;92.9;7.6;10.4;952.3;1017.7;1018.2;;;4.7;2.8;2.9;50;;10.4;4.6;16.9;16.6;0;0;0;;331;;;0
SMA;26.04.2025 00:50;8.7;8.2;8;7.4;93;7.6;10.5;952.2;1017.6;1018.1;;;4.3;2.2;2.3;46;;8.3;4;15.5;14.4;0;0;0;;331;;;0
SMA;26.04.2025 01:00;8.9;8.2;8.1;7.4;91.5;7.6;10.4;952.1;1017.5;1017.9;;;5.5;2.6;2.7;51;;9.7;5.3;19.8;19.1;0;0;0;;333;;;0
SMA;26.04.2025 01:10;8.8;8.3;8.2;7.5;92.5;7.7;10.5;952.1;1017.5;1017.9;;;5.5;2.3;2.4;54;;8.6;5.3;19.8;19.1;0;0;0;;337;;;0
SMA;26.04.2025 01:20;8.8;8.2;8;7.6;92.3;7.6;10.4;951.9;1017.3;1017.7;;;4.8;2.1;2.2;50;;7.9;4.7;17.3;16.9;0;0;0;;324;;;0
SMA;26.04.2025 01:30;8.9;8.1;7.9;7.5;92.2;7.7;10.5;951.9;1017.3;1017.7;;;5.1;2.4;2.5;49;;9;5;18.4;18;0;0;0;;335;;;0
SMA;26.04.2025 01:40;8.9;8.5;8.3;7.4;92.5;7.8;10.5;951.8;1017.2;1017.6;;;5;2.6;2.7;49;;9.7;4.8;18;17.3;0;0;0;;347;;;0
SMA;26.04.2025 01:50;8.9;8.6;8.5;7.5;91.8;7.6;10.5;951.8;1017.2;1017.6;;;4.5;2.3;2.5;55;;9;4.4;16.2;15.8;0;0;0;;349;;;0
SMA;26.04.2025 02:00;8.9;8.7;8.5;7.5;92.6;7.8;10.6;951.7;1017.1;1017.5;;;5.3;2.4;2.5;46;;9;5.2;19.1;18.7;0;0;0;;346;;;0
SMA;26.04.2025 02:10;8.9;8.6;8.5;7.4;92;7.7;10.5;951.6;1017;1017.4;;;5.2;2.4;2.6;45;;9.4;5;18.7;18;0;0;0;;345;;;0
SMA;26.04.2025 02:20;9;8.7;8.6;7.4;91.5;7.7;10.5;951.6;1017;1017.3;;;5.2;2.8;2.9;52;;10.4;5;18.7;18;0;0;0;;349;;;0
SMA;26.04.2025 02:30;8.9;8.7;8.6;7.2;91.8;7.6;10.5;951.5;1016.9;1017.3;;;5.8;2.8;2.9;49;;10.4;5.7;20.9;20.5;0;0;0;;345;;;0
SMA;26.04.2025 02:40;8.9;8.6;8.5;7.2;91.6;7.6;10.4;951.5;1016.9;1017.3;;;6.2;2.7;2.9;46;;10.4;6.1;22.3;22;0;0;0;;343;;;0
SMA;26.04.2025 02:50;8.9;8.6;8.4;7.4;91.9;7.7;10.5;951.5;1016.9;1017.3;;;5.5;2.5;2.6;45;;9.4;5.3;19.8;19.1;0;0;0;;345;;;0
SMA;26.04.2025 03:00;8.8;8.7;8.6;7.2;92.4;7.6;10.5;951.4;1016.8;1017.2;;;5.7;2.7;2.8;52;;10.1;5.4;20.5;19.4;0;0;0;;350;;;0
SMA;26.04.2025 03:10;8.9;8.7;8.6;7.4;91.1;7.5;10.4;951.4;1016.8;1017.2;;;5.4;2.6;2.7;48;;9.7;5.3;19.4;19.1;0;0;0;;350;;;0
SMA;26.04.2025 03:20;8.8;8.7;8.6;7.1;91.5;7.5;10.4;951.3;1016.7;1017.1;;;5.5;2.7;2.9;48;;10.4;5.4;19.8;19.4;0;0;0;;350;;;0
SMA;26.04.2025 03:30;8.8;8.7;8.6;7.2;91.3;7.5;10.3;951.3;1016.7;1017.1;;;5.3;2.7;2.8;41;;10.1;5.2;19.1;18.7;0;0;0;;348;;;0
SMA;26.04.2025 03:40;8.8;8.5;8.4;7.6;91;7.4;10.3;951.2;1016.6;1017;;;4.9;2;2.2;44;;7.9;4.8;17.6;17.3;0;0;0;;339;;;0
SMA;26.04.2025 03:50;8.9;8.5;8.4;7.5;90.2;7.4;10.3;951.2;1016.6;1016.9;;;4.7;2.4;2.5;42;;9;4.6;16.9;16.6;0;0;0;;347;;;0
SMA;26.04.2025 04:00;8.7;8.6;8.5;7.2;90.5;7.2;10.2;951.2;1016.6;1017;;;5.4;2.4;2.6;47;;9.4;5.3;19.4;19.1;0;0;0;;347;;;0
SMA;26.04.2025 04:10;8.7;8.5;8.4;7.1;90.4;7.2;10.2;951.2;1016.6;1017;;;5.9;2.5;2.7;46;;9.7;5.8;21.2;20.9;0;0;1;;346;;;0
SMA;26.04.2025 04:20;8.7;8.5;8.4;7.2;88.2;6.9;9.9;951.2;1016.6;1017;;;5.9;2.5;2.6;60;;9.4;5.7;21.2;20.5;0;0;1;;348;;;0
SMA;26.04.2025 04:30;8.6;8.4;8.3;7;87.5;6.6;9.8;951.3;1016.7;1017.1;;;6.6;2.5;2.7;53;;9.7;6.4;23.8;23;0;0;3;;343;;;0
SMA;26.04.2025 04:40;8.4;8.3;8.2;6.6;89.3;6.7;9.8;951.3;1016.7;1017.2;;;7.1;2.7;2.9;53;;10.4;6.7;25.6;24.1;0;0;5;;343;;;0
SMA;26.04.2025 04:50;8.3;8.3;8.2;6.4;89;6.6;9.7;951.3;1016.7;1017.2;;;7.9;2.9;3.1;55;;11.2;7.4;28.4;26.6;0;0;6;;347;;;0
SMA;26.04.2025 05:00;8.3;8.3;8.2;7;88.8;6.6;9.7;951.4;1016.8;1017.3;;;4.6;1.9;2.2;52;;7.9;4.3;16.6;15.5;0;0;10;;347;;;0
SMA;26.04.2025 05:10;8.3;8.4;8.3;7.4;88.4;6.5;9.7;951.5;1016.9;1017.4;;;4.4;1.7;1.8;61;;6.5;4.2;15.8;15.1;0;0;14;;346;;;0
SMA;26.04.2025 05:20;8.4;8.4;8.4;7.1;87.7;6.5;9.7;951.5;1016.9;1017.4;;;5.5;2;2.2;63;;7.9;5.3;19.8;19.1;0;0;16;;347;;;0
SMA;26.04.2025 05:30;8.5;8.5;8.4;6.7;87;6.5;9.7;951.5;1016.9;1017.4;;;6.8;2.8;3;46;;10.8;6.7;24.5;24.1;0;0;20;;347;;;0
SMA;26.04.2025 05:40;8.4;8.5;8.4;6.7;87.3;6.4;9.6;951.5;1016.9;1017.4;;;6.7;2.5;2.8;59;;10.1;6.6;24.1;23.8;0;0;18;;347;;;0
SMA;26.04.2025 05:50;8.4;8.5;8.4;7.1;87.2;6.4;9.6;951.5;1016.9;1017.4;;;4.6;2;2.2;58;;7.9;4.4;16.6;15.8;0;0;22;;347;;;0
SMA;26.04.2025 06:00;8.5;8.7;8.6;6.8;86.3;6.3;9.6;951.4;1016.8;1017.3;;;7.7;2.6;2.8;58;;10.1;7.6;27.7;27.4;0;0;37;;347;;;0
SMA;26.04.2025 06:10;8.5;8.8;8.8;7.4;88.5;6.7;9.8;951.5;1016.9;1017.4;;;4.5;1.7;2;75;;7.2;4.5;16.2;16.2;0;0;38;;347;;;0
SMA;26.04.2025 06:20;8.6;9;9;7.5;86.6;6.5;9.7;951.5;1016.9;1017.3;;;5.3;1.9;2.1;62;;7.6;5;19.1;18;0;0;47;;347;;;0
SMA;26.04.2025 06:30;8.6;9.2;9.2;7.8;87;6.6;9.7;951.4;1016.8;1017.2;;;4.7;1.5;1.7;63;;6.1;4.6;16.9;16.6;0;0;52;;347;;;0
SMA;26.04.2025 06:40;8.7;9.4;9.4;8.7;87.6;6.8;9.9;951.4;1016.8;1017.2;;;2.5;0.8;1.2;63;;4.3;2.5;9;9;0;0;59;;348;;;0
SMA;26.04.2025 06:50;8.8;9.5;9.5;7.2;85.4;6.5;9.7;951.3;1016.7;1017.1;;;5;2.5;2.7;59;;9.7;4.8;18;17.3;0;0;66;;347;;;0
SMA;26.04.2025 07:00;8.8;9.4;9.4;7.6;86.8;6.7;9.8;951.3;1016.7;1017.1;;;5.3;2;2.2;68;;7.9;5.2;19.1;18.7;0;0;45;;347;;;0
SMA;26.04.2025 07:10;8.8;9.3;9.4;7.7;84.3;6.3;9.5;951.3;1016.7;1017.1;;;6.2;1.7;2.1;61;;7.6;5.8;22.3;20.9;0;0;48;;348;;;0
SMA;26.04.2025 07:20;8.9;9.3;9.3;7.4;82.6;6.1;9.4;951.3;1016.7;1017;;;6;2.4;2.6;73;;9.4;5.7;21.6;20.5;0;0;56;;347;;;0
SMA;26.04.2025 07:30;9.1;9.7;9.7;7.2;81.4;6.1;9.4;951.3;1016.7;1017;;;7.6;3.1;3.4;65;;12.2;7.4;27.4;26.6;0;0;109;;346;;;0
SMA;26.04.2025 07:40;9.2;10.2;10.3;8;80.4;6;9.4;951.4;1016.8;1017.1;;;5.8;2.1;2.3;57;;8.3;5.6;20.9;20.2;0;0;110;;347;;;0
SMA;26.04.2025 07:50;9.3;10.4;10.5;8;82.6;6.5;9.7;951.5;1016.9;1017.2;;;5.7;2.2;2.5;56;;9;5.4;20.5;19.4;0;0;111;;347;;;0
SMA;26.04.2025 08:00;9.3;10.7;10.8;8;81.3;6.3;9.5;951.5;1016.9;1017.2;;;5.4;2.2;2.5;53;;9;5.3;19.4;19.1;0;0;113;;348;;;0
SMA;26.04.2025 08:10;9.4;10.8;10.9;7.9;80.3;6.2;9.5;951.5;1016.9;1017.1;;;5.6;2.5;2.8;56;;10.1;5.4;20.2;19.4;0;0;120;;348;;;0
SMA;26.04.2025 08:20;9.6;11.3;11.4;8.3;78.7;6.1;9.4;951.5;1016.9;1017.1;;;5.8;2.2;2.5;52;;9;5.6;20.9;20.2;0;0;169;;348;;;0
SMA;26.04.2025 08:30;9.9;11.7;11.9;9;79;6.4;9.6;951.6;1017;1017.1;;;5;1.9;2.1;46;;7.6;4.9;18;17.6;0;0;178;;349;;;0
SMA;26.04.2025 08:40;9.9;12;12.2;8.7;80.8;6.8;9.9;951.6;1017;1017.1;;;6.2;2.4;2.5;35;;9;6.1;22.3;22;0;0;196;;349;;;0
SMA;26.04.2025 08:50;10.1;12.3;12.6;10.1;79.6;6.7;9.8;951.6;1017;1017.1;;;6.3;2.8;3;25;;10.8;6.1;22.7;22;0;0;244;;349;;;0
SMA;26.04.2025 09:00;10.2;12.4;12.7;10.2;80.4;7;10;951.6;1017;1017;;;4.8;2.5;2.7;32;;9.7;4.7;17.3;16.9;0;0;204;;350;;;0
SMA;26.04.2025 09:10;10.3;13.1;13.5;10.3;79.1;6.8;9.9;951.6;1017;1017;;;5.4;1.8;2.1;47;;7.6;5.2;19.4;18.7;0;0;278;;350;;;0
SMA;26.04.2025 09:20;10.2;12.9;13.2;10.2;78.3;6.6;9.7;951.6;1017;1017;;;4.2;1.6;1.9;40;;6.8;4.1;15.1;14.8;0;0;169;;352;;;0
SMA;26.04.2025 09:30;10.4;12.7;12.9;10.4;78.2;6.8;9.9;951.7;1017.1;1017.1;;;4.5;1.9;2.1;50;;7.6;4.3;16.2;15.5;0;0;207;;351;;;0
SMA;26.04.2025 09:40;10.5;13;13.3;10.5;76.8;6.6;9.7;951.7;1017.1;1017.1;;;4.7;2.4;2.6;48;;9.4;4.6;16.9;16.6;0;0;216;;352;;;0
SMA;26.04.2025 09:50;10.7;13.2;13.5;10.7;79.1;7.2;10.2;951.8;1017.2;1017.1;;;5.5;2;2.2;51;;7.9;5.4;19.8;19.4;0;0;207;;352;;;0
SMA;26.04.2025 10:00;10.6;13.3;13.6;10.6;76.1;6.6;9.7;951.8;1017.2;1017.2;;;4.4;2;2.2;46;;7.9;4.3;15.8;15.5;0;0;222;;352;;;0
SMA;26.04.2025 10:10;11;13.6;13.9;11;76;6.9;10;951.8;1017.2;1017.1;;;4.7;1.9;2.1;47;;7.6;4.4;16.9;15.8;0;0;290;;352;;;0
SMA;26.04.2025 10:20;11.2;14.4;14.9;11.2;76.2;7.2;10.1;951.7;1017.1;1016.9;;;5.2;2.1;2.4;41;;8.6;4.9;18.7;17.6;0;0;330;;352;;;0
SMA;26.04.2025 10:30;11.5;15.4;15.9;11.5;74.7;7.2;10.1;951.8;1017.2;1016.9;;;4.9;2.2;2.4;44;;8.6;4.8;17.6;17.3;0;0;422;;352;;;1
SMA;26.04.2025 10:40;11.6;16.9;17.6;11.6;73.3;7;10;951.7;1017.1;1016.8;;;5.4;2.6;2.8;45;;10.1;5.2;19.4;18.7;0;0;523;;348;;;0
SMA;26.04.2025 10:50;12;17;17.7;12;73.1;7.3;10.2;951.7;1017.1;1016.7;;;5.5;2.2;2.5;41;;9;5.5;19.8;19.8;0;0;457;;346;;;1
SMA;26.04.2025 11:00;12.1;16.6;17.3;12.1;72;7.2;10.2;951.6;1017;1016.6;;;6.5;2.9;3;32;;10.8;6.3;23.4;22.7;0;0;427;;350;;;0
SMA;26.04.2025 11:10;11.7;16.3;17;11.7;72.7;7;10;951.6;1017;1016.7;;;6.9;3.3;3.5;36;;12.6;6.8;24.8;24.5;0;0;365;;353;;;0
SMA;26.04.2025 11:20;11.7;15.1;15.7;11.7;72.6;6.9;10;951.6;1017;1016.7;;;6.3;3.1;3.2;29;;11.5;6.1;22.7;22;0;0;298;;354;;;0
SMA;26.04.2025 11:30;11.9;15.8;16.3;11.9;71.5;6.9;10;951.6;1017;1016.6;;;6.5;3.4;3.6;20;;13;6.4;23.4;23;0;0;396;;353;;;1
SMA;26.04.2025 11:40;12;15.8;16.3;12;72;7.1;10.1;951.6;1017;1016.6;;;5.5;2.7;2.8;22;;10.1;5.4;19.8;19.4;0;0;316;;354;;;0
SMA;26.04.2025 11:50;12.1;15.1;15.6;12.1;70.1;6.8;9.9;951.6;1017;1016.6;;;5.7;2.6;2.8;31;;10.1;5.6;20.5;20.2;0;0;267;;355;;;0
SMA;26.04.2025 12:00;12.8;16.3;16.8;12.8;68.6;7.2;10.1;951.6;1017;1016.4;;;6.5;2.8;3;41;;10.8;6.4;23.4;23;0;0;448;;351;;;1
SMA;26.04.2025 12:10;12.7;18.2;18.9;12.7;68.8;7.1;10.1;951.6;1017;1016.4;;;5.5;2.5;2.7;53;;9.7;5.3;19.8;19.1;0;0;470;;352;;;1
SMA;26.04.2025 12:20;12.5;17.4;18.1;12.5;66.7;6.5;9.7;951.7;1017.1;1016.6;;;5.7;2.7;2.9;57;;10.4;5.7;20.5;20.5;0;0;396;;354;;;2
SMA;26.04.2025 12:30;12.8;19;20.1;12.8;66.4;6.7;9.8;951.8;1017.2;1016.6;;;5.9;2.8;3;53;;10.8;5.7;21.2;20.5;0;0;581;;343;;;3
SMA;26.04.2025 12:40;12.7;18.9;20.1;12.7;67;6.7;9.8;951.7;1017.1;1016.5;;;6.1;2.9;3;62;;10.8;5.7;22;20.5;0;0;424;;335;;;0
SMA;26.04.2025 12:50;13.9;20.8;22.2;13.9;62.7;6.9;10;951.7;1017.1;1016.2;;;5.7;2.9;3.2;56;;11.5;5.6;20.5;20.2;0;0;869;;329;;;8
SMA;26.04.2025 13:00;14.2;23.3;25.2;14.2;62.5;7.1;10.1;951.7;1017.1;1016.2;;;6;2.8;3;57;;10.8;5.8;21.6;20.9;0;0;932;;325;;;10
SMA;26.04.2025 13:10;14.3;25;27.5;14.3;63.4;7.5;10.3;951.7;1017.1;1016.2;;;6.6;2.7;3.1;43;;11.2;6.5;23.8;23.4;0;0;985;;323;;;10
SMA;26.04.2025 13:20;14.9;25.1;27.7;14.9;62.8;7.9;10.6;951.6;1017;1015.9;;;7;3.2;3.5;36;;12.6;6.6;25.2;23.8;0;0;907;;312;;;10
SMA;26.04.2025 13:30;14.4;24.2;26.9;14.4;61.8;7.2;10.1;951.5;1016.9;1015.9;;;6.1;3.5;3.7;36;;13.3;6;22;21.6;0;0;813;;317;;;9
SMA;26.04.2025 13:40;13.6;21.2;23.1;13.6;63;6.7;9.8;951.5;1016.9;1016.1;;;6.6;3.1;3.3;57;;11.9;6;23.8;21.6;0;0;517;;318;;;5
SMA;26.04.2025 13:50;14;21.4;23.2;14;61.9;6.8;9.9;951.4;1016.8;1015.9;;;5.5;2.3;2.7;46;;9.7;5.3;19.8;19.1;0;0;569;;317;;;5
SMA;26.04.2025 14:00;15.3;20.5;21.9;15.3;59.4;7.4;10.3;951.4;1016.8;1015.6;;;8.1;3.2;3.6;38;;13;7.7;29.2;27.7;0;0;749;;317;;;8
SMA;26.04.2025 14:10;15;24;26.1;15;58.4;6.9;10;951.4;1016.8;1015.7;;;5.9;2.8;3.2;52;;11.5;5.8;21.2;20.9;0;0;797;;311;;;10
SMA;26.04.2025 14:20;14.6;24.5;27;14.6;59;6.7;9.8;951.4;1016.8;1015.8;;;5.6;2;2.2;56;;7.9;5.5;20.2;19.8;0;0;734;;305;;;10
SMA;26.04.2025 14:30;15.2;24.7;27.1;15.2;57.7;6.9;10;951.4;1016.8;1015.6;;;6.5;2.4;2.7;37;;9.7;5.9;23.4;21.2;0;0;755;;318;;;10
SMA;26.04.2025 14:40;14.7;23.1;25.3;14.7;58.5;6.7;9.8;951.4;1016.8;1015.7;;;5.6;2.7;3.1;33;;11.2;5.5;20.2;19.8;0;0;580;;328;;;8
SMA;26.04.2025 14:50;14.7;18.8;20;14.7;59.8;7;10;951.4;1016.8;1015.7;;;4.3;2.1;2.3;27;;8.3;4.2;15.5;15.1;0;0;290;;321;;;3
SMA;26.04.2025 15:00;15.7;21.5;23;15.7;59;7.7;10.5;951.4;1016.8;1015.5;;;5.4;1.8;2.1;36;;7.6;5;19.4;18;0;0;540;;324;;;9
SMA;26.04.2025 15:10;14.9;23.8;25.7;14.9;58.4;6.8;9.9;951.3;1016.7;1015.6;;;6.1;3.1;3.3;28;;11.9;5.9;22;21.2;0;0;533;;344;;;5
SMA;26.04.2025 15:20;15.9;22.4;24.2;15.9;55.3;7;10;951.3;1016.7;1015.3;;;5.3;2.1;2.4;35;;8.6;5;19.1;18;0;0;603;;321;;;10
SMA;26.04.2025 15:30;14.9;21.4;23.2;14.9;56;6.2;9.5;951.2;1016.6;1015.5;;;4.5;2.5;2.7;39;;9.7;4.4;16.2;15.8;0;0;383;;304;;;8
SMA;26.04.2025 15:40;15.4;22.8;24.7;15.4;57.5;7.1;10.1;951.2;1016.6;1015.4;;;6.5;2.8;3.2;43;;11.5;6.1;23.4;22;0;0;511;;308;;;10
SMA;26.04.2025 15:50;15.3;22.7;24.6;15.3;59.6;7.5;10.4;951.2;1016.6;1015.4;;;6.5;2.6;2.9;34;;10.4;6.1;23.4;22;0;0;463;;303;;;10
SMA;26.04.2025 16:00;15;22;23.8;15;61;7.5;10.4;951.3;1016.7;1015.6;;;5.1;2.1;2.3;36;;8.3;4.9;18.4;17.6;0;0;417;;303;;;10
SMA;26.04.2025 16:10;15;21;22.5;15;59.9;7.3;10.2;951.3;1016.7;1015.6;;;6;2.3;2.5;29;;9;6;21.6;21.6;0;0;401;;307;;;10
SMA;26.04.2025 16:20;15.3;19.8;20.9;15.3;58.8;7.3;10.2;951.4;1016.8;1015.6;;;6.3;2.9;3.3;37;;11.9;6.1;22.7;22;0;0;384;;313;;;10
SMA;26.04.2025 16:30;15.3;19.4;20;15.3;59.3;7.4;10.3;951.5;1016.9;1015.7;;;5.6;2.1;2.4;37;;8.6;5.4;20.2;19.4;0;0;322;;323;;;9
SMA;26.04.2025 16:40;14.9;18.2;18.9;14.9;59.8;7.2;10.1;951.5;1016.9;1015.8;;;6.7;2.2;2.5;42;;9;6.5;24.1;23.4;0;0;253;;315;;;7
SMA;26.04.2025 16:50;14.4;15.6;15.8;14.4;62.3;7.3;10.2;951.6;1017;1016;;;6.2;2.9;3.1;32;;11.2;5.8;22.3;20.9;0;0;103;;306;;;2
SMA;26.04.2025 17:00;14.5;15.3;15.4;14.5;59.8;6.8;9.9;951.6;1017;1016;;;7.2;2.4;2.7;48;;9.7;6.9;25.9;24.8;0;0;136;;309;;;4
SMA;26.04.2025 17:10;14;14.4;14.3;14;61.9;6.8;9.9;951.7;1017.1;1016.2;;;5.5;2;2.3;36;;8.3;5.4;19.8;19.4;0;0;72;;303;;;1
SMA;26.04.2025 17:20;13.5;13.4;13.1;13.5;66.5;7.4;10.3;951.8;1017.2;1016.5;;;3.9;1.6;1.7;31;;6.1;3.8;14;13.7;0;0;79;;300;;;4
SMA;26.04.2025 17:30;13.8;13.1;12.7;13.8;65.6;7.5;10.3;951.8;1017.2;1016.4;;;4.5;1.8;2;40;;7.2;4.4;16.2;15.8;0;0;77;;303;;;4
SMA;26.04.2025 17:40;13.9;12.4;12;13.9;63.5;7.1;10.1;951.8;1017.2;1016.4;;;5.4;2.2;2.3;58;;8.3;5;19.4;18;0;0;82;;296;;;7
SMA;26.04.2025 17:50;13.5;12.1;11.6;13.5;65.2;7.1;10.1;951.9;1017.3;1016.6;;;3.8;1.9;2;57;;7.2;3.7;13.7;13.3;0;0;74;;296;;;10
SMA;26.04.2025 18:00;13.2;11.5;11;13.2;67.2;7.3;10.2;951.9;1017.3;1016.6;;;3.8;1.6;1.7;50;;6.1;3.7;13.7;13.3;0;0;28;;296;;;1
SMA;26.04.2025 18:10;12.5;10.6;10;12.5;71.5;7.5;10.4;952;1017.4;1016.9;;;4.3;1.4;1.5;49;;5.4;4.2;15.5;15.1;0;0;25;;295;;;3
SMA;26.04.2025 18:20;12.4;9.6;9.1;12.4;72.6;7.6;10.4;952.1;1017.5;1017;;;2.3;0.9;0.9;47;;3.2;2.2;8.3;7.9;0;0;14;;295;;;0
SMA;26.04.2025 18:30;12.1;8.9;8.2;12.1;73.3;7.5;10.3;952.1;1017.5;1017.1;;;2.1;1.1;1.1;34;;4;2;7.6;7.2;0;0;6;;294;;;0
SMA;26.04.2025 18:40;11.6;8.8;8.1;11.6;77.1;7.7;10.5;952.2;1017.6;1017.3;;;1.8;1.1;1.1;36;;4;1.8;6.5;6.5;0;0;2;;294;;;0
SMA;26.04.2025 18:50;11.2;8.6;8;11.2;80.1;7.9;10.6;952.3;1017.7;1017.5;;;2.3;1.1;1.1;32;;4;2.2;8.3;7.9;0;0;0;;293;;;0
SMA;26.04.2025 19:00;10.9;8.4;7.8;10.9;81.9;7.9;10.7;952.3;1017.7;1017.6;;;3.2;1.5;1.5;33;;5.4;3.1;11.5;11.2;0;0;0;;294;;;0
SMA;26.04.2025 19:10;10.9;8.1;7.6;10.9;81.4;7.8;10.6;952.4;1017.8;1017.7;;;2.3;1.2;1.2;36;;4.3;2.3;8.3;8.3;0;0;0;;296;;;0
SMA;26.04.2025 19:20;10.9;8.3;7.9;10.9;81.5;7.9;10.6;952.5;1017.9;1017.8;;;2.9;1.6;1.6;28;;5.8;2.8;10.4;10.1;0;0;0;;314;;;0
SMA;26.04.2025 19:30;10.5;8.3;7.8;10.5;84.3;8;10.7;952.5;1017.9;1017.9;;;3.9;1.9;2;30;;7.2;3.7;14;13.3;0;0;0;;296;;;0
SMA;26.04.2025 19:40;10.6;8;7.4;10.6;83.5;7.9;10.7;952.5;1017.9;1017.9;;;4.4;1.8;1.9;38;;6.8;4.3;15.8;15.5;0;0;0;;292;;;0
SMA;26.04.2025 19:50;10.6;7.7;7.1;10.6;82.3;7.7;10.5;952.4;1017.8;1017.8;;;4.6;2.1;2.2;49;;7.9;4.5;16.6;16.2;0;0;0;;291;;;0
SMA;26.04.2025 20:00;11;8;7.4;11;80.1;7.7;10.5;952.4;1017.8;1017.7;;;5.1;2.4;2.5;53;;9;5;18.4;18;0;0;0;;291;;;0
SMA;26.04.2025 20:10;11.1;8.2;7.5;11.1;79.1;7.6;10.4;952.5;1017.9;1017.8;;;4.9;2.9;3;49;;10.8;4.9;17.6;17.6;0;0;0;;291;;;0
SMA;26.04.2025 20:20;10.8;8.2;7.5;10.8;80.3;7.5;10.4;952.5;1017.9;1017.9;;;5.4;2.9;3;46;;10.8;5;19.4;18;0;0;0;;291;;;0
SMA;26.04.2025 20:30;10.9;8.2;7.5;10.9;80;7.6;10.4;952.6;1018;1017.9;;;4.9;2.6;2.7;51;;9.7;4.7;17.6;16.9;0;0;0;;291;;;0
SMA;26.04.2025 20:40;10.7;7.6;7;10.7;80.8;7.5;10.4;952.6;1018;1018;;;4.4;2.6;2.7;49;;9.7;4.4;15.8;15.8;0;0;0;;291;;;0
SMA;26.04.2025 20:50;10.9;7.3;6.7;10.9;79.2;7.4;10.3;952.5;1017.9;1017.8;;;5.4;2.8;2.9;45;;10.4;5.2;19.4;18.7;0;0;0;;291;;;0
SMA;26.04.2025 21:00;10.6;7.8;7.1;10.6;80;7.3;10.2;952.5;1017.9;1017.9;;;5;2.6;2.7;49;;9.7;4.8;18;17.3;0;0;0;;292;;;0
SMA;26.04.2025 21:10;10.5;8;7.3;10.5;80.6;7.3;10.2;952.5;1017.9;1017.9;;;5;2.7;2.8;47;;10.1;4.7;18;16.9;0;0;0;;292;;;0
