time,temp2minst,rain10minsum,globalstrahlung10minavg,relhum2minst,wdir10minavg,vmag10minavg,qffinst
01/04/2024 00:00,11.2,0,0,70.5,44,1.889,992.9
01/04/2024 00:10,11.4,0,0,70.6,34,3.111,992.3
01/04/2024 00:20,11.2,0,0,70.9,54,3.111,992.1
01/04/2024 00:30,11.5,0,0,68.4,45,3.806,991.7
01/04/2024 00:40,11.4,0,0,66.3,38,3.806,991.8
01/04/2024 00:50,11.3,0,0,64.5,50,3.806,992
01/04/2024 01:00,11.3,0,0,65.3,60,3.5,991.6
01/04/2024 01:10,11.2,0,0,63.2,74,2.694,991.4
01/04/2024 01:20,11.4,0,0,58.6,75,2.889,991.4
01/04/2024 01:30,10.9,0,0,68,157,1.306,991.8
01/04/2024 01:40,10.6,0,0,69.3,62,1.694,991.3
01/04/2024 01:50,11.1,0,0,60.4,59,2.806,991
01/04/2024 02:00,10.9,0,0,64.3,52,2.694,991.1
01/04/2024 02:10,10.8,0,0,64.4,68,1.389,991.1
01/04/2024 02:20,10.6,0,0,67.8,79,1.5,991
01/04/2024 02:30,10.4,0,0,71.6,30,1.111,991.3
01/04/2024 02:40,10.5,0,0,71.8,38,1.111,991.3
01/04/2024 02:50,10.5,0,0,71.3,346,0.306,991.5
01/04/2024 03:00,10.7,0,0,72.8,303,1.694,991.8
01/04/2024 03:10,10.3,0,0,75.1,317,0.806,992
01/04/2024 03:20,10.3,0,0,77.5,277,1.5,992.2
01/04/2024 03:30,9.9,0,0,81.9,289,3.111,992.7
01/04/2024 03:40,9.9,0,0,82,279,2.611,993.1
01/04/2024 03:50,10.2,0,0,80.9,251,3.611,993.5
01/04/2024 04:00,10.3,0,0,80.7,258,6.306,993.8
01/04/2024 04:10,10.2,0,0,81.9,256,5.111,994.3
01/04/2024 04:20,10,0,0,84.7,243,6.5,994.6
01/04/2024 04:30,9.2,0.3,0,88.7,251,8.306,995.4
01/04/2024 04:40,8.6,0.4,0,86.5,262,9.389,996.2
01/04/2024 04:50,8.2,0.7,0,90.7,256,7.806,996.6
01/04/2024 05:00,8.1,0.6,0,89.5,249,6.611,996.8
01/04/2024 05:10,7.9,1.3,0,87.4,240,7,997.2
01/04/2024 05:20,7.7,1.4,0,88.9,239,7,997.3
01/04/2024 05:30,7.6,0.9,1,89.9,225,6,997.6
01/04/2024 05:40,7.7,0.6,2,87.6,225,7.111,998
01/04/2024 05:50,7.6,0.8,2,88.2,224,6.5,998.1
01/04/2024 06:00,7.7,0.2,5,85,229,7.889,997.9
01/04/2024 06:10,8.2,0,7,77.9,229,7.611,997.5
01/04/2024 06:20,8.2,0,7,78.3,244,7,998
01/04/2024 06:30,8.4,0,9,74.8,238,6,998.3
01/04/2024 06:40,7.8,0,9,84.9,247,5,999.2
01/04/2024 06:50,8.3,0,8,76.8,245,4.389,999.6
01/04/2024 07:00,8.3,0,9,76.7,258,6.111,999.9
01/04/2024 07:10,8.1,0,14,80.1,245,4.694,1000.1
01/04/2024 07:20,7.9,0,17,81.9,251,4.306,1000.3
01/04/2024 07:30,8,0,25,80.4,245,4.5,1000.6
01/04/2024 07:40,7.9,0,,78.7,,,1000.7
01/04/2024 07:50,7.8,0,41,78.7,246,6.5,1000.8
01/04/2024 08:00,7.9,0,47,75.8,248,6.389,1001
01/04/2024 08:10,8.1,0,66,74.7,250,6.806,1001
01/04/2024 08:20,8.1,0,63,72.5,237,6.889,1001.1
01/04/2024 08:30,8.2,0,69,72.5,233,6.5,1001.5
01/04/2024 08:40,8.1,0,63,73,239,6.694,1001.8
01/04/2024 08:50,8.3,0,51,70.4,248,5.694,1002.1
01/04/2024 09:00,8.3,0,94,68.3,241,6.389,1002.3
01/04/2024 09:10,8.3,0,83,69.8,244,5.889,1002.3
01/04/2024 09:20,8.4,0,69,66.2,252,7.389,1002.6
01/04/2024 09:30,8.3,0,69,66.8,251,7.694,1002.8
01/04/2024 09:40,8.3,0,76,67.6,239,5.194,1003
01/04/2024 09:50,8.4,0,104,65.8,223,6.806,1003.3
01/04/2024 10:00,8.4,0,118,67.1,233,5.194,1003.4
01/04/2024 10:10,8.5,0,127,65.6,228,5.5,1003.6
01/04/2024 10:20,8.6,0,140,65.6,236,5.5,1003.6
01/04/2024 10:30,8.7,0,182,65.1,241,6,1003.6
01/04/2024 10:40,8.8,0,159,67.5,243,5.389,1003.8
01/04/2024 10:50,9,0,151,64.9,246,5.806,1004.2
01/04/2024 11:00,9,0,132,66.6,254,5.889,1004.3
01/04/2024 11:10,8.9,0,136,64.9,247,5.611,1004.4
01/04/2024 11:20,9,0,123,63.7,241,6,1004.6
01/04/2024 11:30,9,0,126,63.7,245,6.194,1004.9
01/04/2024 11:40,9,0,140,62.6,242,6.111,1005
01/04/2024 11:50,9,0,156,63,250,5,1005
01/04/2024 12:00,9,0,183,66.3,279,3.194,1005.2
01/04/2024 12:10,8.8,0,145,64,282,3.306,1005.2
01/04/2024 12:20,8.8,0,92,65.1,256,2.194,1005.4
01/04/2024 12:30,9.2,0,193,63.5,249,2.111,1005.3
01/04/2024 12:40,9.3,0,158,64.6,250,2.806,1005.3
01/04/2024 12:50,8.8,0,118,68.3,230,3.389,1005.6
01/04/2024 13:00,9,0,231,68.2,261,2,1005.7
01/04/2024 13:10,9.3,0,339,63.7,274,2.306,1005.4
01/04/2024 13:20,10,0,374,62.5,266,2.111,1005.2
01/04/2024 13:30,10,0,305,60.4,260,1.889,1005.3
01/04/2024 13:40,10,0,216,60.9,270,2.611,1005.3
01/04/2024 13:50,9.7,0,96,61.8,255,3.389,1005.5
01/04/2024 14:00,9.8,0,58,61.6,260,3,1005.6
01/04/2024 14:10,8.7,0.1,79,73.6,196,3.389,1006.1
01/04/2024 14:20,8.7,0,124,76.6,201,3.389,1006.3
01/04/2024 14:30,8.4,0,83,76.2,210,4.306,1006.6
01/04/2024 14:40,7.8,0.2,32,83.2,214,4.611,1006.8
01/04/2024 14:50,7.3,0.3,56,86.2,244,3.389,1007
01/04/2024 15:00,7.4,0,96,86.6,202,2.611,1006.8
01/04/2024 15:10,7.4,0.1,38,86.7,238,2.806,1006.9
01/04/2024 15:20,7.5,0.3,119,88.6,241,3,1006.8
01/04/2024 15:30,8.4,0,309,87.9,230,2.389,1006.5
01/04/2024 15:40,8.7,0,308,87.1,226,2.111,1006.3
01/04/2024 15:50,9.3,0,391,80,197,2.806,1006.1
01/04/2024 16:00,9.6,0,462,76.3,189,2.694,1006.1
01/04/2024 16:10,9.4,0,180,76.4,200,1.889,1006.2
01/04/2024 16:20,9.1,0,185,74,198,1.611,1006.3
01/04/2024 16:30,9.3,0,156,72.2,185,2.194,1006.3
01/04/2024 16:40,9.4,0,201,72.3,193,2.5,1006.3
01/04/2024 16:50,9.4,0,95,71.6,223,2.694,1006.4
01/04/2024 17:00,9.3,0,35,72.7,237,2.5,1006.6
01/04/2024 17:10,9.3,0,24,69.6,230,2.889,1006.5
01/04/2024 17:20,9.6,0,59,66.5,233,3.694,1006.5
01/04/2024 17:30,8.6,0,40,76.2,198,3.111,1006.7
01/04/2024 17:40,8.1,0,10,79.7,200,2.889,1006.9
01/04/2024 17:50,8,0,4,81.4,199,2.694,1007
01/04/2024 18:00,7.9,0,2,80.8,201,2.5,1007
01/04/2024 18:10,7.3,0,0,88,212,2.111,1007.4
01/04/2024 18:20,7.3,0,0,88.4,221,1.806,1007.6
01/04/2024 18:30,7.3,0,0,86.7,210,2.306,1007.5
01/04/2024 18:40,7.3,0,0,85.9,194,2.694,1007.6
01/04/2024 18:50,7.4,0,0,83.4,201,2.806,1007.7
01/04/2024 19:00,7.3,0,0,84.4,220,2,1008
01/04/2024 19:10,7.3,0,0,86.2,238,1.889,1008.5
01/04/2024 19:20,7.3,0,0,86.7,228,2,1008.7
01/04/2024 19:30,7.4,0.3,0,84.2,230,4.806,1009.1
01/04/2024 19:40,7.5,0.1,0,85.3,239,4.806,1009.1
01/04/2024 19:50,7.6,0,0,82.5,242,4.306,1009.1
01/04/2024 20:00,7.5,0,0,77.8,239,4,1009.1
01/04/2024 20:10,7.8,0,0,74.2,233,4.806,1009.1
01/04/2024 20:20,7.4,0,0,77.3,221,4.5,1009.3
01/04/2024 20:30,7.5,0,0,75.3,220,3.694,1009.4
01/04/2024 20:40,7.4,0,0,74.9,231,4.306,1009.4
01/04/2024 20:50,7.5,0,0,73.5,246,3.611,1009.3
01/04/2024 21:00,7.7,0,0,73.2,243,4.389,1009.1
01/04/2024 21:10,7.7,0,0,72,252,4.806,1009.2
01/04/2024 21:20,7.7,0,0,73.1,243,3.806,1009.2
01/04/2024 21:30,7.6,0,0,72.9,237,3.389,1009.3
01/04/2024 21:40,7.7,0,0,71,219,3.806,1009.4
01/04/2024 21:50,7.7,0,0,71.1,226,3.694,1009.5
01/04/2024 22:00,7.7,0,0,70.7,226,5,1009.6
01/04/2024 22:10,7.8,0,0,70.6,221,5.111,1009.7
01/04/2024 22:20,7.5,0,0,73,235,3.111,1009.9
01/04/2024 22:30,7.6,0,0,71.8,239,2.5,1010
01/04/2024 22:40,7.7,0,0,70.7,239,3.306,1010.1
01/04/2024 22:50,7.6,0,0,70.9,236,3.611,1010.1
01/04/2024 23:00,7.5,0,0,71.1,237,4.111,1010.2
01/04/2024 23:10,7.5,0,0,70.6,223,4.194,1010.4
01/04/2024 23:20,7.5,0,0,71.6,241,3.5,1010.7
01/04/2024 23:30,7.4,0,0,73.9,246,3.611,1010.9
01/04/2024 23:40,7.3,0,0,74.7,245,3.611,1010.9
01/04/2024 23:50,7.3,0,0,74.3,247,5.111,1011
02/04/2024 00:00,7.3,0,0,73,239,5.5,1011.1
02/04/2024 00:10,7.2,0,0,74.8,235,6,1011.3
02/04/2024 00:20,7.2,0,0,74.6,238,5.306,1011.5
02/04/2024 00:30,7.3,0,0,73.5,255,6.194,1011.6
02/04/2024 00:40,7.3,0,0,73.1,245,7.194,1011.8
02/04/2024 00:50,7,0,0,76.4,247,7.194,1012
02/04/2024 01:00,6.9,0,0,75.7,234,6.5,1012.2
02/04/2024 01:10,7,0,0,74.8,247,7.111,1012.2
02/04/2024 01:20,7,0,0,73.2,240,7.389,1012.3
02/04/2024 01:30,6.8,0,0,75,247,6.306,1012.4
02/04/2024 01:40,6.8,0,0,74.3,241,5.5,1012.4
02/04/2024 01:50,6.6,0,0,75.3,256,6.111,1012.6
02/04/2024 02:00,6.6,0,0,74.9,247,6.194,1012.6
02/04/2024 02:10,6.7,0,0,74.1,243,4.889,1012.7
02/04/2024 02:20,6.8,0,0,73.2,256,7,1012.9
02/04/2024 02:30,6.8,0,0,73.9,248,4.889,1012.9
02/04/2024 02:40,6.6,0,0,75.4,251,3.889,1013
02/04/2024 02:50,6.5,0,0,75.3,248,4,1013.2
02/04/2024 03:00,6.5,0,0,75.9,240,3.889,1013.3
02/04/2024 03:10,6.7,0,0,73.5,241,6.194,1013.2
02/04/2024 03:20,6.6,0,0,74.5,241,5.889,1013.2
02/04/2024 03:30,6.7,0,0,73.4,250,6.5,1013.2
02/04/2024 03:40,6.8,0,0,73,244,5.889,1013.2
02/04/2024 03:50,6.7,0,0,73.4,235,6.306,1013.3
02/04/2024 04:00,6.6,0,0,74.8,237,6.389,1013.5
02/04/2024 04:10,6.8,0,0,72.7,236,6.5,1013.5
02/04/2024 04:20,6.8,0,0,72.2,233,7,1013.6
02/04/2024 04:30,6.7,0,,74.4,,,1013.7
02/04/2024 04:40,6.8,0,0,73.9,243,7,1013.9
02/04/2024 04:50,6.8,0,0,73.9,246,5.694,1014
02/04/2024 05:00,6.9,0,1,71.2,238,6.889,1014.1
02/04/2024 05:10,7,0,2,71.1,234,6.611,1014.3
02/04/2024 05:20,7,0,4,71.6,246,6.611,1014.5
02/04/2024 05:30,6.9,0,9,72.3,245,4.389,1014.6
02/04/2024 05:40,7.1,0,,70,,,1014.6
02/04/2024 05:50,7.1,0,22,68.4,238,4.806,1014.8
02/04/2024 06:00,7.3,0,43,66.8,237,7,1014.9
02/04/2024 06:10,7.3,0,37,66.8,235,7.111,1015
02/04/2024 06:20,7.2,0,64,67.7,237,6.306,1015.2
02/04/2024 06:30,7.3,0,86,67.8,243,5.306,1015.3
02/04/2024 06:40,7.3,0,126,67.8,240,5.889,1015.4
02/04/2024 06:50,7.3,0,133,67.2,245,6.694,1015.4
02/04/2024 07:00,7.6,0,211,65.6,244,6.194,1015.3
02/04/2024 07:10,7.5,0,212,67.2,235,6.5,1015.6
02/04/2024 07:20,7.7,0,317,67.7,243,6.5,1015.5
02/04/2024 07:30,7.8,0,320,67.3,250,6.889,1015.6
02/04/2024 07:40,8.3,0,371,65.1,249,5.611,1015.5
02/04/2024 07:50,8.6,0,328,63,246,6.306,1015.6
02/04/2024 08:00,8.9,0,400,62,245,5.389,1015.6
02/04/2024 08:10,8.9,0,368,60.5,258,5.806,1015.7
02/04/2024 08:30,9.6,0,478,57.7,246,5.694,1015.5
02/04/2024 08:40,9.6,0,423,57.4,244,6.194,1015.6
02/04/2024 08:50,9.6,0,292,57.6,249,6,1015.7
02/04/2024 09:00,9.6,0,286,57.3,258,7.111,1015.8
02/04/2024 09:10,10,0,395,56.3,251,7,1015.7
02/04/2024 09:20,10.2,0,568,55.4,247,7.389,1015.7
02/04/2024 09:30,9.9,0,387,56.4,248,6.889,1015.6
02/04/2024 09:40,10.5,0,,55.8,,,1015.6
02/04/2024 09:50,10.5,0,627,54.3,250,8.806,1015.6
02/04/2024 10:00,11.1,0,750,53.5,242,8.306,1015.4
02/04/2024 10:10,10.8,0,744,56.9,271,6.194,1015.5
02/04/2024 10:20,10.7,0,536,56.7,261,6.306,1015.5
02/04/2024 10:30,9.1,0,310,68,247,8.306,1016.2
02/04/2024 10:40,9.6,0,831,67.7,269,6.694,1016.1
02/04/2024 10:50,9.8,0,429,66.3,263,7.611,1016.2
02/04/2024 11:00,8.8,0,250,67.1,241,6.889,1016.4
02/04/2024 11:20,10.7,0,856,59.1,237,8.111,1015.6
02/04/2024 11:30,11.6,0,882,57.8,242,6.194,1015.4
02/04/2024 11:40,11.2,0,658,57.2,266,7.806,1015.6
02/04/2024 11:50,11.7,0,838,52.9,242,7.611,1015.5
02/04/2024 12:00,11.6,0,824,51.4,249,7.306,1015.6
02/04/2024 12:20,12.4,0,828,47.4,246,8.306,1015.5
02/04/2024 12:30,12.9,0,815,46.6,250,7.111,1015.3
02/04/2024 12:40,11.8,0,833,45.6,232,8.194,1015.6
02/04/2024 12:50,12.9,0,799,46.5,235,8,1015.3
02/04/2024 13:00,12.4,0,487,45.2,253,6.889,1015.4
02/04/2024 13:10,13.2,0,611,43.5,252,6.806,1015.2
02/04/2024 13:20,11.7,0,196,45.8,261,7.194,1015.5
02/04/2024 13:30,11.8,0,338,46.1,249,6,1015.4
02/04/2024 13:40,12.3,0,390,45.3,259,7.806,1015.2
02/04/2024 13:50,12.5,0,588,43.4,252,7.694,1015.2
02/04/2024 14:00,12.7,0,422,43.1,259,6.306,1015
02/04/2024 14:10,12.8,0,531,43,245,6.694,1015
02/04/2024 14:20,12.1,0,309,42.4,246,6.694,1015.1
02/04/2024 14:30,12.2,0,344,42.6,256,6.111,1015
02/04/2024 14:40,13,0,479,42.7,257,6,1014.7
02/04/2024 14:50,12.4,0,341,45.3,269,6.611,1014.8
02/04/2024 15:00,13.2,0,517,41.6,248,6.5,1014.6
02/04/2024 15:10,13.2,0,507,43,244,5,1014.4
02/04/2024 15:20,13,0,456,44.7,253,5.889,1014.4
02/04/2024 15:30,13.1,0,431,42.8,249,7.194,1014.4
02/04/2024 15:40,12.9,0,384,43.2,244,5.694,1014.5
02/04/2024 15:50,13,0,359,41,260,7.806,1014.3
02/04/2024 16:00,13.1,0,334,43.2,248,5,1014.2
02/04/2024 16:10,12.7,0,292,42.8,248,6.111,1014.3
02/04/2024 16:20,12.4,0,240,44.1,254,6,1014.3
02/04/2024 16:30,12.5,0,235,41.5,257,5,1014.1
02/04/2024 16:40,12.4,0,215,42,248,4.694,1014.2
02/04/2024 16:50,12.3,0,181,41.3,250,3.5,1014.1
02/04/2024 17:00,12.2,0,147,42.7,261,4.194,1014.2
02/04/2024 17:10,12,0,116,41.8,246,4.694,1014.3
02/04/2024 17:20,11.8,0,85,43.2,257,4.111,1014.4
02/04/2024 17:30,11.4,0,57,45.5,243,3.806,1014.5
02/04/2024 17:40,11.5,0,34,44,257,3.306,1014.6
02/04/2024 17:50,11.1,0,14,44.8,255,3.194,1014.7
02/04/2024 18:00,11,0,4,43.2,248,3.694,1014.6
02/04/2024 18:10,10.5,0,0,45.4,239,3.111,1014.7
02/04/2024 18:20,10.5,0,0,45.2,219,2.389,1014.8
02/04/2024 18:30,10.3,0,0,46.7,233,2.5,1014.9
02/04/2024 18:40,10.3,0,0,46.6,240,2.194,1015
02/04/2024 18:50,10.1,0,0,47.6,243,2.5,1015.1
02/04/2024 19:00,10.4,0,0,46.1,227,1.694,1015.2
02/04/2024 19:10,9.3,0,0,52.4,185,0.889,1015.5
02/04/2024 19:20,9.1,0,0,53.8,175,0.694,1015.5
02/04/2024 19:30,8.2,0,0,59.7,146,0.611,1015.6
02/04/2024 19:40,8.4,0,0,57.8,156,1.611,1015.6
02/04/2024 19:50,8.7,0,,55.3,,,1015.4
02/04/2024 20:00,8.2,0,0,59.1,228,0.5,1015.4
02/04/2024 20:10,8.4,0,0,56.2,158,0.889,1015.5
02/04/2024 20:20,8.1,0,0,57.9,183,1,1015.5
02/04/2024 20:30,8.4,0,0,56.8,164,1.194,1015.2
02/04/2024 20:40,8.6,0,0,55.5,157,1.111,1015.1
02/04/2024 20:50,8.5,0,0,55,165,1.306,1015
02/04/2024 21:00,7.6,0,0,60.8,169,0.5,1015.1
02/04/2024 21:10,7.5,0,0,62.1,203,0.111,1015.2
02/04/2024 21:20,7.1,0,0,64.8,207,0.306,1015.1
02/04/2024 21:30,6.9,0,0,64.9,203,0.194,1015
02/04/2024 21:40,7.2,0,0,62.9,132,1.111,1014.7
02/04/2024 21:50,7.2,0,0,63.2,213,0.694,1014.7
02/04/2024 22:00,6.8,0,0,65.6,262,0.194,1014.8
02/04/2024 22:10,6.7,0,0,67.6,221,1.194,1015
02/04/2024 22:20,6.9,0,0,70.3,157,1.5,1015.1
02/04/2024 22:30,6.8,0,0,70.3,127,0.806,1014.9
02/04/2024 22:40,6.6,0,0,71.1,154,0.306,1014.9
02/04/2024 22:50,7.1,0,0,68.1,303,0.194,1014.8
02/04/2024 23:00,6.7,0,0,70.5,273,0.5,1014.8
02/04/2024 23:10,6.5,0,0,69.9,157,0.889,1014.8
02/04/2024 23:20,6.8,0,0,69.2,143,0.611,1014.5
02/04/2024 23:30,6.5,0,0,71.3,160,1.194,1014.4
02/04/2024 23:40,6.7,0,0,69.4,156,1.306,1014.3
02/04/2024 23:50,6.4,0,0,71.1,153,0.889,1014.3
03/04/2024 00:00,6.4,0,0,70,154,0.889,1014
03/04/2024 00:10,6.3,0,0,71.4,170,1.194,1014
03/04/2024 00:20,6.3,0,0,71.7,165,0.889,1014
03/04/2024 00:30,6.1,0,0,72,152,0.5,1013.8
03/04/2024 00:40,6.6,0,0,69.3,34,0.194,1013.6
03/04/2024 00:50,5.6,0,0,75.2,339,0.5,1013.6
03/04/2024 01:00,6.4,0,0,70.1,274,0.694,1013.5
03/04/2024 01:10,5.6,0,0,75.3,338,0.5,1013.5
03/04/2024 01:20,5.2,0,0,77.7,1,0.306,1013.5
03/04/2024 01:30,5.4,0,0,76,258,0.306,1013.5
03/04/2024 01:40,5,0,0,79.2,187,0.194,1013.6
03/04/2024 01:50,5.4,0,0,76.3,103,0.306,1013.5
03/04/2024 02:00,5.9,0,0,73.3,69,0.889,1013.1
03/04/2024 02:10,5.5,0,0,76.3,51,1.111,1013
03/04/2024 02:30,5.6,0,0,74.8,58,0.611,1012.7
03/04/2024 02:40,5.4,0,0,76.8,123,0.389,1012.8
03/04/2024 02:50,5.5,0,0,76,111,0.694,1012.7
03/04/2024 03:00,6.2,0,0,71.3,60,0.806,1012.3
03/04/2024 03:10,6.2,0,0,71.9,250,0.611,1012.6
03/04/2024 03:20,5.8,0,0,76.8,219,0.389,1012.7
03/04/2024 03:30,6.1,0,0,73,293,0.111,1012.5
03/04/2024 03:40,5.9,0,0,75.4,276,0.194,1012.6
03/04/2024 03:50,6.1,0,0,73.2,261,0.111,1012.5
03/04/2024 04:00,6.3,0,0,71.3,144,0.806,1012.5
03/04/2024 04:10,6.7,0,0,67.5,133,0.889,1012.2
03/04/2024 04:20,6.7,0,0,66.1,169,1,1012.2
03/04/2024 04:30,6.6,0,0,67.8,346,0.694,1012.3
03/04/2024 04:40,6.5,0,0,69,248,0.306,1012.4
03/04/2024 04:50,6.6,0,0,67.3,236,0.694,1012.5
03/04/2024 05:00,6.2,0,1,72.6,245,1.194,1012.8
03/04/2024 05:10,6.2,0,2,74.9,193,0.5,1012.7
03/04/2024 05:20,6.5,0,3,71.5,84,1.389,1012.3
03/04/2024 05:30,6.9,0,6,67.5,324,1.389,1012.3
03/04/2024 05:40,6.8,0,8,69.4,262,1.194,1012.7
03/04/2024 05:50,6.6,0,10,73.6,345,0.694,1012.8
03/04/2024 06:00,7.7,0,11,63.8,196,2.111,1012.4
03/04/2024 06:10,6.4,0,14,76.3,309,3.306,1013.3
03/04/2024 06:20,6.6,0,27,76.1,266,1.694,1013.3
03/04/2024 06:30,6.9,0,37,77,214,2,1012.9
03/04/2024 06:40,7.9,0,47,67.4,212,1.889,1012.6
03/04/2024 06:50,8.5,0,58,63.6,208,2.111,1012.2
03/04/2024 07:00,8.4,0,91,68.2,218,1.194,1012.1
03/04/2024 07:10,8.1,0,86,70.1,226,1.306,1012.2
03/04/2024 07:20,7.8,0,98,75.4,242,0.806,1012.3
03/04/2024 07:30,7.6,0,117,75.2,274,0.806,1012.2
03/04/2024 07:40,7.3,0,164,77.1,247,0.806,1012.4
03/04/2024 07:50,7.4,0,292,78,218,1,1012.5
03/04/2024 08:00,7.7,0,258,77.3,186,1.111,1012.4
03/04/2024 08:10,7.8,0,384,77.7,199,0.611,1012.3
03/04/2024 08:20,8.8,0,343,73.4,201,0.611,1011.9
03/04/2024 08:30,8.8,0,309,69.4,224,1,1012
03/04/2024 08:40,9.4,0,344,66.1,220,1.306,1012
03/04/2024 08:50,9.2,0,369,66.3,223,1.889,1012.2
03/04/2024 09:00,9.3,0,396,66.1,219,1.806,1012.2
03/04/2024 09:10,10.1,0,368,56.1,206,1.5,1012.2
03/04/2024 09:20,10.1,0,238,58,243,2.111,1012.2
03/04/2024 09:30,9.9,0,159,63.2,249,3.889,1012.3
03/04/2024 09:40,9.7,0,169,67.8,257,4.806,1012.5
03/04/2024 09:50,9.1,0.1,174,69.8,254,3.5,1012.7
03/04/2024 10:00,8.9,0,224,76.4,260,4,1012.9
03/04/2024 10:10,8.5,0.1,228,78.2,257,3.694,1013
03/04/2024 10:20,8.3,0.2,213,82.5,258,3.194,1013
03/04/2024 10:30,8.5,0.1,250,83.3,258,2.611,1013
03/04/2024 10:40,8.1,0.1,161,85.2,266,2.889,1013.1
03/04/2024 10:50,8.1,0.2,114,83.7,254,2.611,1013.1
03/04/2024 11:00,8.1,0,124,83.5,240,2.5,1013.1
03/04/2024 11:10,8.4,0,169,84.3,218,1.306,1012.9
03/04/2024 11:20,8.7,0,260,82.2,205,1.611,1012.8
03/04/2024 11:30,9.5,0.1,406,81.3,213,1.5,1012.4
03/04/2024 11:40,9.4,0,345,78.4,194,1.5,1012.5
03/04/2024 11:50,9.6,0,356,76.6,241,1.611,1012.5
03/04/2024 12:00,9.8,0,356,74.6,230,2.111,1012.5
03/04/2024 12:10,10.3,0,543,72.8,236,2.611,1012.5
03/04/2024 12:20,10.7,0,582,72,203,2.111,1012.4
03/04/2024 12:30,10.4,0,232,73.4,195,1.889,1012.5
03/04/2024 12:40,9.9,0,146,72.4,220,2.194,1012.6
03/04/2024 12:50,10,0,101,72.9,229,1.389,1012.7
03/04/2024 13:00,10.3,0,140,73.5,218,2.111,1012.6
03/04/2024 13:10,10.5,0,168,71.9,228,3.389,1012.6
03/04/2024 13:20,10.7,0,167,69.8,227,4,1012.5
03/04/2024 13:30,10.7,0,117,70.6,224,3,1012.6
03/04/2024 13:40,10.8,0,106,69.4,218,3.611,1012.7
03/04/2024 13:50,10.9,0,94,67.2,231,4.111,1012.7
03/04/2024 14:00,11.1,0,86,66,234,4.5,1012.8
03/04/2024 14:10,11.2,0,65,63.7,236,7.611,1013
03/04/2024 14:20,11.3,0,134,62.8,241,7.5,1013
03/04/2024 14:30,10.6,0,119,70.4,244,8.194,1013.5
03/04/2024 14:40,10.1,0.1,108,74.2,245,7.806,1013.9
03/04/2024 14:50,9.9,0,86,75.6,242,8,1014
03/04/2024 15:00,9.9,0.1,79,75,245,6.889,1014
03/04/2024 15:10,10.1,0,65,73.4,238,6.611,1014
03/04/2024 15:20,10.5,0,59,68.4,229,6.5,1013.9
03/04/2024 15:30,10.6,0,88,67.6,230,6.694,1013.8
03/04/2024 15:40,10.7,0,99,68.8,230,5.306,1013.8
03/04/2024 15:50,10.9,0,102,66.5,227,6,1013.9
03/04/2024 16:00,11.1,0,90,64.3,224,6.694,1013.8
03/04/2024 16:10,11.1,0,86,65.4,217,7,1014
03/04/2024 16:20,11.3,0,119,63.5,224,5.889,1014
03/04/2024 16:30,11.5,0,105,62.7,225,5.611,1013.8
03/04/2024 16:40,11.6,0,100,62.3,216,6.111,1013.8
03/04/2024 16:50,11.6,0,117,63.8,228,5.389,1013.7
03/04/2024 17:00,11.6,0,87,63.7,224,5.194,1013.8
03/04/2024 17:10,11.8,0,62,61.7,224,5.806,1013.8
03/04/2024 17:20,11.4,0,38,67.2,234,6.111,1014.1
03/04/2024 17:30,11.4,0,21,66.1,231,5.306,1014.1
03/04/2024 17:40,11.2,0,6,67.5,241,4.806,1014.2
03/04/2024 17:50,11.2,0,6,68.5,251,3.889,1014.3
03/04/2024 18:00,11.5,0,4,64.3,239,5.306,1014.4
03/04/2024 18:10,11.5,0,1,64.7,243,5.694,1014.5
03/04/2024 18:20,11.3,0,0,65.8,238,6.611,1014.7
03/04/2024 18:30,11.4,0,0,64.5,238,7,1014.8
03/04/2024 18:40,11.4,0,0,64.6,245,7.111,1015
03/04/2024 18:50,11.2,0,0,65.7,243,6.806,1015.3
03/04/2024 19:00,11.2,0,0,64.6,239,6.889,1015.4
03/04/2024 19:10,11.2,0,0,64.8,242,7.5,1015.5
03/04/2024 19:20,11.1,0,0,66.9,247,8.111,1015.8
03/04/2024 19:30,11.1,0,0,66.5,241,7.806,1015.9
03/04/2024 19:40,11.2,0,0,65.9,243,7.5,1015.9
03/04/2024 19:50,11.4,0,0,63.8,240,6.889,1015.9
03/04/2024 20:00,11.2,0,0,64.1,247,7.889,1015.8
03/04/2024 20:10,11.1,0,0,65.7,244,8,1016
03/04/2024 20:20,11.3,0,0,64.6,243,7.806,1016
03/04/2024 20:30,11.8,0,0,61,238,8.111,1015.9
03/04/2024 20:40,11.9,0,0,60,229,8.194,1016
03/04/2024 20:50,11.8,0,0,60.6,233,9.389,1016
03/04/2024 21:00,11.5,0,0,63.4,234,9.194,1016.2
03/04/2024 21:10,12,0,0,59.2,234,8.5,1016.1
03/04/2024 21:20,12.1,0,0,58.5,229,9.806,1016
03/04/2024 21:30,12,0,0,59.6,226,9.611,1016.2
03/04/2024 21:40,11.6,0,0,62.5,230,7.806,1016.5
03/04/2024 21:50,11.9,0,0,61.9,231,8.889,1016.4
03/04/2024 22:00,11.6,0,0,63.6,233,8.111,1016.5
03/04/2024 22:10,11.6,0,0,63.9,240,7.611,1016.5
03/04/2024 22:20,11.6,0,0,63.3,240,7.694,1016.6
03/04/2024 22:30,11.6,0,0,63.3,241,8.389,1016.7
